"first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2026-01-30 23:01:13","""1739244""","""213.32.17.192:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/213.32.17.192""","""AS16276","censys"
"2026-01-30 23:01:05","""1739243""","""47.238.5.137:60000""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/47.238.5.137""","""AS45102","censys"
"2026-01-30 23:00:36","""1739242""","""129.212.184.176:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:43:39""","""100""","""False""","""https://search.censys.io/hosts/129.212.184.176""","""AS14061","C2"
"2026-01-30 23:00:34","""1739241""","""146.103.42.247:8443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-01-31 00:05:34""","""100""","""False""","""https://search.censys.io/hosts/146.103.42.247""","""AS215311","C2"
"2026-01-30 23:00:31","""1739240""","""102.117.172.251:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:43:06""","""100""","""False""","""https://search.censys.io/hosts/102.117.172.251""","""AS23889","C2"
"2026-01-30 23:00:13","""1739239""","""156.234.218.188:9047""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-31 00:04:47""","""100""","""False"""
"2026-01-30 22:20:09","""1739236""","""111.170.33.41:10592""","""ip:port""","""botnet_cc""","""win.valley_rat""","""Winos""","""ValleyRAT""","""""","""100""","""False""","""None""","""RAT","ValleyRAT"""
"2026-01-30 21:32:39","""1739233""","""192.109.200.21:9772""","""ip:port""","""botnet_cc""","""elf.mirai""","""Katana""","""Mirai""","""""","""100""","""False""","""https://urlhaus.abuse.ch/host/91.92.241.197/""","""Mirai""","""0"""
"2026-01-30 20:06:11","""1739231""","""40.176.47.238:523""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/40.176.47.238""","""AMAZON-02","AS16509"
"2026-01-30 20:06:10","""1739230""","""199.101.111.49:3790""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/199.101.111.49""","""AS58580","C2"
"2026-01-30 20:06:09","""1739229""","""82.158.225.88:3790""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/82.158.225.88""","""AS401701","C2"
"2026-01-30 20:05:42","""1739228""","""212.64.210.140:5038""","""ip:port""","""botnet_cc""","""win.dcrat""","""DarkCrystal RAT""","""DCRat""","""2026-01-30 23:00:49""","""100""","""False""","""https://search.censys.io/hosts/212.64.210.140""","""AS197450","C2"
"2026-01-30 20:05:39","""1739227""","""143.198.215.97:8000""","""ip:port""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""","""2026-02-01 03:43:54""","""100""","""False""","""https://search.censys.io/hosts/143.198.215.97""","""AS14061","C2"
"2026-01-30 20:05:31","""1739226""","""109.115.66.21:1336""","""ip:port""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""","""2026-02-01 03:43:26""","""100""","""False""","""https://search.censys.io/hosts/109.115.66.21""","""AS30722","AsyncRAT"
"2026-01-30 20:05:30","""1739225""","""178.16.54.156:8808""","""ip:port""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""","""2026-02-01 03:45:30""","""100""","""False""","""https://search.censys.io/hosts/178.16.54.156""","""APIVERSA","AS214976"
"2026-01-30 20:05:29","""1739224""","""123.57.65.30:8889""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-01-30 23:00:24""","""100""","""False""","""https://search.censys.io/hosts/123.57.65.30""","""ALIBABA-CN-NET","AS37963"
"2026-01-30 20:05:13","""1739223""","""107.174.34.142:2404""","""ip:port""","""botnet_cc""","""win.remcos""","""RemcosRAT","Remvio","Socmer""","""Remcos""","""2026-02-01 03:43:25""","""100""","""False""","""https://search.censys.io/hosts/107.174.34.142"""
"2026-01-30 20:05:12","""1739222""","""192.144.32.252:2404""","""ip:port""","""botnet_cc""","""win.remcos""","""RemcosRAT","Remvio","Socmer""","""Remcos""","""2026-02-01 03:45:58""","""100""","""False""","""https://search.censys.io/hosts/192.144.32.252"""
"2026-01-30 20:05:11","""1739221""","""158.94.211.147:6025""","""ip:port""","""botnet_cc""","""win.remcos""","""RemcosRAT","Remvio","Socmer""","""Remcos""","""2026-02-01 03:44:44""","""100""","""False""","""https://search.censys.io/hosts/158.94.211.147"""
"2026-01-30 20:04:48","""1739220""","""210.16.168.11:19999""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 23:00:17""","""100""","""False"""
"2026-01-30 20:04:46","""1739219""","""47.113.121.119:80""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 23:00:10""","""100""","""False"""
"2026-01-30 18:54:38","""1739210""","""51.83.254.62:8443""","""ip:port""","""botnet_cc""","""win.sliver""","""None""","""Sliver""","""2026-02-01 03:47:31""","""75""","""False""","""None""","""drb-ra","Sliver"""
"2026-01-30 18:54:11","""1739209""","""47.115.193.52:4506""","""ip:port""","""botnet_cc""","""win.deimos_c2""","""None""","""DeimosC2""","""2026-02-01 03:47:22""","""75""","""False""","""None""","""Deimos","drb-ra"""
"2026-01-30 18:53:21","""1739208""","""40.91.219.85:8443""","""ip:port""","""botnet_cc""","""win.sliver""","""None""","""Sliver""","""2026-02-01 03:47:04""","""75""","""False""","""None""","""drb-ra","Sliver"""
"2026-01-30 18:04:57","""1739202""","""41.36.68.119:5505""","""ip:port""","""botnet_cc""","""win.xworm""","""None""","""XWorm""","""""","""100""","""False""","""https://tria.ge/260130-q5s9msaz2h""","""AS8452","C2"
"2026-01-30 17:00:10","""1739185""","""104.250.169.100:29810""","""ip:port""","""botnet_cc""","""win.remcos""","""RemcosRAT","Remvio","Socmer""","""Remcos""","""""","""100""","""False""","""None"""
"2026-01-30 16:06:43","""1739181""","""206.245.167.65:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://x.com/suyog41/status/2016852504311713962""","""AS136557","c2"
"2026-01-30 16:06:11","""1739180""","""54.146.199.122:50805""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/54.146.199.122""","""AMAZON-AES","AS14618"
"2026-01-30 16:06:10","""1739179""","""54.146.199.122:2405""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/54.146.199.122""","""AMAZON-AES","AS14618"
"2026-01-30 16:06:08","""1739178""","""51.34.38.143:18286""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/51.34.38.143""","""AMAZON-02","AS16509"
"2026-01-30 16:06:07","""1739177""","""103.177.46.100:3790""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/103.177.46.100""","""AS58580","C2"
"2026-01-30 16:06:06","""1739176""","""44.201.202.107:58603""","""ip:port""","""botnet_cc""","""win.meterpreter""","""None""","""Meterpreter""","""""","""100""","""False""","""https://search.censys.io/hosts/44.201.202.107""","""AMAZON-AES","AS14618"
"2026-01-30 16:05:39","""1739174""","""143.47.53.106:8090""","""ip:port""","""botnet_cc""","""win.dcrat""","""DarkCrystal RAT""","""DCRat""","""2026-01-30 23:00:47""","""100""","""False""","""https://search.censys.io/hosts/143.47.53.106""","""AS31898","C2"
"2026-01-30 16:05:36","""1739173""","""1.92.115.217:443""","""ip:port""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""","""2026-02-01 03:43:02""","""100""","""False""","""https://search.censys.io/hosts/1.92.115.217""","""AS55990","C2"
"2026-01-30 16:05:35","""1739172""","""23.227.199.60:443""","""ip:port""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""","""2026-01-30 23:00:42""","""100""","""False""","""https://search.censys.io/hosts/23.227.199.60""","""AS29802","C2"
"2026-01-30 16:05:34","""1739171""","""4.145.85.68:80""","""ip:port""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""","""2026-02-01 03:47:03""","""100""","""False""","""https://search.censys.io/hosts/4.145.85.68""","""AS8075","C2"
"2026-01-30 16:05:30","""1739170""","""45.12.254.190:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-01-30 23:00:32""","""100""","""False""","""https://search.censys.io/hosts/45.12.254.190""","""AS41745","C2"
"2026-01-30 16:05:29","""1739169""","""167.99.208.145:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:45:12""","""100""","""False""","""https://search.censys.io/hosts/167.99.208.145""","""AS14061","C2"
"2026-01-30 16:05:24","""1739168""","""107.172.31.102:8181""","""ip:port""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""","""2026-02-01 03:43:23""","""100""","""False""","""https://search.censys.io/hosts/107.172.31.102""","""AS-COLOCROSSING","AS36352"
"2026-01-30 16:05:23","""1739167""","""107.172.31.102:8099""","""ip:port""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""","""2026-02-01 03:43:23""","""100""","""False""","""https://search.censys.io/hosts/107.172.31.102""","""AS-COLOCROSSING","AS36352"
"2026-01-30 16:05:11","""1739166""","""149.28.52.61:443""","""ip:port""","""botnet_cc""","""win.pupy""","""Patpoopy""","""pupy""","""2026-02-01 03:44:30""","""100""","""False""","""https://search.censys.io/hosts/149.28.52.61""","""AS-VULTR","AS20473"
"2026-01-30 16:05:10","""1739165""","""66.55.159.84:443""","""ip:port""","""botnet_cc""","""win.pupy""","""Patpoopy""","""pupy""","""2026-02-01 03:47:44""","""100""","""False""","""https://search.censys.io/hosts/66.55.159.84""","""AS-VULTR","AS20473"
"2026-01-30 16:04:50","""1739164""","""120.27.211.70:18444""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 23:00:15""","""100""","""False"""
"2026-01-30 16:04:48","""1739163""","""107.150.105.91:443""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 23:00:07""","""100""","""False"""
"2026-01-30 16:04:41","""1739160""","""77.105.138.120:10000""","""ip:port""","""botnet_cc""","""win.ghostsocks""","""None""","""GhostSocks""","""""","""100""","""False""","""None""","""relay","tier-1"""
"2026-01-30 16:04:41","""1739161""","""109.234.38.113:10000""","""ip:port""","""botnet_cc""","""win.ghostsocks""","""None""","""GhostSocks""","""""","""100""","""False""","""None""","""relay","tier-1"""
"2026-01-30 16:04:41","""1739162""","""109.234.35.35:10000""","""ip:port""","""botnet_cc""","""win.ghostsocks""","""None""","""GhostSocks""","""""","""100""","""False""","""None""","""relay","tier-1"""
"2026-01-30 14:31:47","""1739155""","""206.119.191.47:45""","""ip:port""","""botnet_cc""","""win.ghost_rat""","""Farfli","Gh0st RAT","PCRat""","""Ghost RAT""","""""","""100""","""False""","""https://tria.ge/260130-rp1t8acy3e"""
"2026-01-30 14:26:44","""1739153""","""103.83.87.178:1991""","""ip:port""","""botnet_cc""","""win.xworm""","""None""","""XWorm""","""""","""75""","""False""","""https://bazaar.abuse.ch/sample/832468112805c50b2e8d44af3e219257d3878db789720831481d4a3f9be19819/""","""xworm""","""0"""
"2026-01-30 14:22:18","""1739152""","""172.86.123.210:8808""","""ip:port""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""","""""","""75""","""False""","""https://bazaar.abuse.ch/sample/4b22c7b037fdcf67c4210c855be1d275bc86dad46ceae4e823f3e3bef7e4b7e0/""","""asyncrat""","""0"""
"2026-01-30 14:19:11","""1739151""","""115.190.149.87:20296""","""ip:port""","""botnet_cc""","""win.vshell""","""None""","""VShell""","""""","""100""","""False""","""https://www.virustotal.com/gui/file/61f97c6ea31b6efceb424871ba60cd454cf3006101c4eef69fad1ef840876990/behavior""","""AS137718","c2"
"2026-01-30 14:02:16","""1739148""","""143.14.107.169:14939""","""ip:port""","""botnet_cc""","""win.valley_rat""","""Winos""","""ValleyRAT""","""""","""75""","""False""","""https://bazaar.abuse.ch/sample/246511b11ac092dad686f3c0b99e6445299f0fb72f379b2d06e8a112e02efb03/""","""valleyrat_s2""","""0"""
"2026-01-30 12:07:54","""1739131""","""16.16.253.219:9001""","""ip:port""","""botnet_cc""","""apk.spynote""","""CypherRat""","""SpyNote""","""""","""100""","""False""","""https://tria.ge/260130-jt2cjsdx5c""","""android","AS16509"
"2026-01-30 12:05:31","""1739129""","""185.11.61.124:9000""","""ip:port""","""botnet_cc""","""win.sectop_rat""","""1xxbot","ArechClient""","""SectopRAT""","""""","""100""","""False""","""https://search.censys.io/hosts/185.11.61.124""","""AS57523"
"2026-01-30 12:05:15","""1739128""","""172.235.235.80:443""","""ip:port""","""botnet_cc""","""win.pupy""","""Patpoopy""","""pupy""","""2026-02-01 03:45:19""","""100""","""False""","""https://search.censys.io/hosts/172.235.235.80""","""AKAMAI-LINODE-AP","AS63949"
"2026-01-30 12:05:14","""1739127""","""45.153.127.142:80""","""ip:port""","""botnet_cc""","""unknown_rat""","""None""","""Unknown RAT""","""""","""100""","""False""","""https://search.censys.io/hosts/45.153.127.142""","""AS9009","C2"
"2026-01-30 12:05:01","""1739125""","""103.13.211.154:4444""","""ip:port""","""botnet_cc""","""win.xworm""","""None""","""XWorm""","""""","""100""","""False""","""https://tria.ge/260130-md2vxsg17b""","""AS204548","C2"
"2026-01-30 11:02:08","""1739124""","""142.171.204.174:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/142.171.204.174""","""AS35916","censys"
"2026-01-30 11:02:06","""1739123""","""20.9.141.190:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/20.9.141.190""","""AS8075","censys"
"2026-01-30 11:02:04","""1739122""","""109.3.163.221:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/109.3.163.221""","""AS15557","censys"
"2026-01-30 11:02:03","""1739121""","""4.233.81.23:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/4.233.81.23""","""AS8075","censys"
"2026-01-30 11:02:02","""1739120""","""47.121.185.234:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/47.121.185.234""","""AS37963","censys"
"2026-01-30 11:01:59","""1739119""","""209.46.122.24:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/209.46.122.24""","""AS8560","censys"
"2026-01-30 11:01:58","""1739118""","""38.55.193.250:8888""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/38.55.193.250""","""AS139659","censys"
"2026-01-30 11:01:56","""1739117""","""109.172.9.45:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/109.172.9.45""","""AS62212","censys"
"2026-01-30 11:01:55","""1739116""","""172.201.99.217:3333""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/172.201.99.217""","""AS8075","censys"
"2026-01-30 11:01:53","""1739115""","""3.125.65.163:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/3.125.65.163""","""AS16509","censys"
"2026-01-30 11:01:52","""1739114""","""35.232.121.228:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""100""","""False""","""https://search.censys.io/hosts/35.232.121.228""","""AS396982","censys"
"2026-01-30 11:01:08","""1739113""","""159.223.225.237:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:44:47""","""100""","""False""","""https://search.censys.io/hosts/159.223.225.237""","""AS14061","C2"
"2026-01-30 11:00:47","""1739112""","""65.49.238.93:31337""","""ip:port""","""botnet_cc""","""win.sliver""","""None""","""Sliver""","""2026-02-01 03:47:43""","""90""","""False""","""https://search.censys.io/hosts/65.49.238.93""","""AS21887","C2"
"2026-01-30 11:00:39","""1739111""","""47.109.86.99:23801""","""ip:port""","""botnet_cc""","""win.ghost_rat""","""Farfli","Gh0st RAT","PCRat""","""Ghost RAT""","""2026-01-30 12:05:09""","""75""","""False""","""https://search.censys.io/hosts/47.109.86.99"""
"2026-01-30 11:00:22","""1739110""","""23.247.130.245:2222""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 12:04:45""","""100""","""False"""
"2026-01-30 11:00:11","""1739109""","""150.109.244.222:8888""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 12:04:53""","""100""","""False"""
"2026-01-30 09:47:18","""1739083""","""185.242.3.98:5555""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://bazaar.abuse.ch/sample/7092d6c71c765f2747ae53aad848cb89c72aa5a6ffa6e5837d1faadc4c2567f4/""","""None""","""0"""
"2026-01-30 08:59:10","""1739022""","""45.66.248.150:4201""","""ip:port""","""botnet_cc""","""win.ransomhub""","""None""","""RansomHub""","""2026-02-01 03:47:14""","""75""","""False""","""None""","""drb-ra","RansomHub"""
"2026-01-30 08:52:03","""1739020""","""45.194.92.40:17691""","""ip:port""","""botnet_cc""","""elf.moobot""","""None""","""MooBot""","""""","""75""","""False""","""https://bazaar.abuse.ch/sample/9c397da25e636271ffcf2c433d43cbafb1e58f98af1b081297c423a4eb5790a2/""","""Moobot""","""0"""
"2026-01-30 08:05:52","""1739019""","""117.72.8.5:80""","""ip:port""","""botnet_cc""","""win.mimikatz""","""None""","""MimiKatz""","""""","""100""","""False""","""https://search.censys.io/hosts/117.72.8.5""","""AS141679","C2"
"2026-01-30 08:05:48","""1739018""","""216.10.244.155:80""","""ip:port""","""botnet_cc""","""elf.bashlite""","""gayfgt","Gafgyt","qbot","torlus","lizkebab""","""Bashlite""","""""","""100"""
"2026-01-30 08:05:43","""1739017""","""220.247.162.213:8080""","""ip:port""","""botnet_cc""","""win.chaos""","""FakeRyuk","RyukJoke","Yashma""","""Chaos""","""2026-02-01 03:46:40""","""100""","""False""","""https://search.censys.io/hosts/220.247.162.213"""
"2026-01-30 08:05:31","""1739016""","""198.244.201.139:8090""","""ip:port""","""botnet_cc""","""win.dcrat""","""DarkCrystal RAT""","""DCRat""","""2026-01-30 11:01:26""","""100""","""False""","""https://search.censys.io/hosts/198.244.201.139""","""AS16276","C2"
"2026-01-30 08:05:28","""1739015""","""178.17.62.98:8080""","""ip:port""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""","""2026-02-01 03:45:32""","""100""","""False""","""https://search.censys.io/hosts/178.17.62.98""","""AS215826","C2"
"2026-01-30 08:05:24","""1739014""","""81.17.99.174:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:47:58""","""100""","""False""","""https://search.censys.io/hosts/81.17.99.174""","""AS51167","C2"
"2026-01-30 08:05:23","""1739013""","""16.171.43.152:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:44:49""","""100""","""False""","""https://search.censys.io/hosts/16.171.43.152""","""AMAZON-02","AS16509"
"2026-01-30 08:05:22","""1739012""","""102.117.168.169:7443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""2026-02-01 03:43:06""","""100""","""False""","""https://search.censys.io/hosts/102.117.168.169""","""AS23889","C2"
"2026-01-30 08:05:05","""1739011""","""207.148.99.121:8443""","""ip:port""","""botnet_cc""","""win.pupy""","""Patpoopy""","""pupy""","""2026-02-01 03:46:20""","""100""","""False""","""https://search.censys.io/hosts/207.148.99.121""","""AS-VULTR","AS20473"
"2026-01-30 08:04:52","""1739010""","""121.196.206.90:80""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 11:00:25""","""100""","""False"""
"2026-01-30 08:04:49","""1739009""","""111.92.243.40:443""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-01-30 11:00:17""","""100""","""False"""
"2026-01-30 08:04:45","""1739008""","""82.158.88.235:80""","""ip:port""","""botnet_cc""","""win.cobalt_strike""","""Agentemis","BEACON","CobaltStrike","cobeacon""","""Cobalt Strike""","""2026-02-01 03:49:58""","""100""","""False"""
"2026-01-30 07:38:45","""1738822""","""31.56.120.29:3778""","""ip:port""","""botnet_cc""","""elf.mirai""","""Katana""","""Mirai""","""2026-01-29 18:09:02""","""100""","""False""","""None""","""Mirai""","""0"""
"2026-01-30 07:36:53","""1738947""","""95.133.243.159:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738948""","""104.243.41.110:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738949""","""104.243.41.180:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738950""","""104.243.43.148:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738951""","""172.93.102.243:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738952""","""193.25.217.66:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738953""","""193.25.217.67:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738954""","""213.193.253.1:1024""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738955""","""213.193.253.1:1026""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:53","""1738956""","""213.193.253.1:4200""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738938""","""62.210.172.157:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738939""","""80.75.212.10:80""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738940""","""87.120.167.80:6666""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738941""","""89.39.70.110:443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738942""","""93.95.112.53:5099""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738943""","""93.95.112.53:8443""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738944""","""93.95.112.53:1003""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738945""","""93.95.112.53:3582""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:36:52","""1738946""","""93.95.112.53:8082""","""ip:port""","""botnet_cc""","""unknown""","""None""","""Unknown malware""","""""","""75""","""False""","""https://github.com/synthient/public-research/blob/main/2026/01/kimwolf/README.md""","""IPIDEA","Kimwolf"""
"2026-01-30 07:33:33","""1738781""","""213.152.162.94:5580""","""ip:port""","""botnet_cc""","""win.nanocore""","""Nancrat","NanoCore""","""Nanocore RAT""","""""","""75""","""False""","""https://threatquery.com/engines/ip.html?value=213.152.162.94&type=ip""","""AS49453"
"2026-01-30 07:33:25","""1738831""","""5.175.192.109:80""","""ip:port""","""botnet_cc""","""unknown_rat""","""None""","""Unknown RAT""","""2026-01-29 18:40:54""","""100""","""False""","""https://x.com/solostalking/status/2016925078840033333""","""None""","""0"""
"2026-01-30 07:33:25","""1738832""","""95.168.134.12:5000""","""ip:port""","""botnet_cc""","""unknown_rat""","""None""","""Unknown RAT""","""2026-01-29 18:40:54""","""100""","""False""","""https://x.com/solostalking/status/2016925078840033333""","""None""","""0"""
